intent,actions,text-embedding-ada-002_actions,text-embedding-ada-002_precision,text-embedding-ada-002_recall,text-embedding-ada-002_f1,text2vec-base-chinese_actions,text2vec-base-chinese_precision,text2vec-base-chinese_recall,text2vec-base-chinese_f1,siamese-bert_actions,siamese_precision,siamese_recall,siamese_f1,cross_actions,cross_precision,cross_recall,cross_f1,text-similarity-davinci-001_actions,text-similarity-davinci-001_precision,text-similarity-davinci-001_recall,text-similarity-davinci-001_f1,text-similarity-ada-001_actions,text-similarity-ada-001_precision,text-similarity-ada-001_recall,text-similarity-ada-001_f1,text-similarity-curie-001_actions,text-similarity-curie-001_precision,text-similarity-curie-001_recall,text-similarity-curie-001_f1,text-similarity-babbage-001_actions,text-similarity-babbage-001_precision,text-similarity-babbage-001_recall,text-similarity-babbage-001_f1
如果到餐厅的直线距离小于5km，则显示到餐厅的步行导航路线，否则显示驾车导航路线,"['phone.actions.GetDistance', 'phone.actions.Conditional', 'phone.actions.GetDirections', 'phone.actions.GetDirections']","['phone.actions.GetDirections', 'phone.actions.RequestRide', 'phone.actions.SearchLocalFacilities']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.scenes.Arrive']",0.333333333,0.333333333,0.333333333,"['phone.actions.Conditional', 'phone.actions.GetDirections', 'phone.actions.GetDistance']",1,1,1,"['phone.actions.SearchLocalFacilities', 'phone.actions.Conditional', 'phone.actions.GetDirections']",0.666666667,0.666666667,0.666666667,"['phone.actions.GetDirections', 'phone.actions.RequestRide', 'phone.actions.WeatherForecast']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.actions.WeatherCurrentConditions']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetDirections', 'phone.actions.RequestRide', 'phone.scenes.IsWeatherCondition']",0.333333333,0.333333333,0.333333333,"['phone.actions.RequestRide', 'phone.actions.GetDirections', 'phone.actions.SearchLocalFacilities']",0.333333333,0.333333333,0.333333333
上了飞机自动打开飞行模式,"['phone.scenes.Arrive', 'phone.actions.SetAirplaneMode']","['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.SetBlueTooth']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.OpenApp']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.actions.SetBlueTooth', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.SearchWeb']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.RequestRide']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.AirDropDocument']",0.333333333,0.5,0.4
下了飞机自动关闭飞行模式,"['phone.scenes.Leave', 'phone.actions.SetAirplaneMode']","['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.SetBlueTooth']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.SetBlueTooth']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.actions.SetBlueTooth', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsApplication', 'phone.scenes.IsAirplaneModeState']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.LowBatteryMode']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.RequestRide']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.SetAirplaneMode', 'phone.scenes.IsAirplaneModeState', 'phone.actions.SetBlueTooth']",0.333333333,0.5,0.4
"每隔一个小时,返回一次当前位置的紫外线指数,循环24次","['phone.actions.RepeatCount', 'phone.actions.Delay', 'phone.actions.WeatherForecast', 'phone.actions.WeatherConditions']","['phone.actions.WeatherForecast', 'phone.actions.GetCurrentLocation', 'phone.actions.WeatherCurrentConditions']",0.333333333,0.25,0.285714286,"['phone.actions.GetItemFromList', 'phone.actions.GetDeviceDetails', 'phone.actions.Delay']",0.333333333,0.25,0.285714286,"['phone.actions.RepeatCount', 'phone.actions.CreateAlarm', 'phone.actions.Delay']",0.666666667,0.5,0.571428571,"['phone.actions.RepeatCount', 'phone.actions.Delay', 'phone.actions.CreateAlarm']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.actions.GetCurrentLocation']",0.333333333,0.25,0.285714286,"['phone.actions.Delay', 'phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions']",0.666666667,0.5,0.571428571,"['phone.actions.WeatherForecast', 'phone.actions.RepeatCount', 'phone.actions.Delay']",1,0.75,0.857142857,"['phone.actions.Delay', 'phone.actions.RepeatCount', 'phone.actions.WeatherForecast']",1,0.75,0.857142857
将相册中最新的10张照片制作成gif,"['phone.actions.GetLastPhoto', 'phone.actions.MakeGif']","['phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto', 'phone.actions.FilterPhotos']",0.333333333,0.5,0.4,"['phone.actions.GetFramesFromImage', 'phone.actions.GetLastVideo', 'phone.actions.GetLastPhoto']",0.333333333,0.5,0.4,"['phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto', 'phone.actions.MakeGif']",0.666666667,1,0.8,"['phone.actions.GetFramesFromImage', 'phone.actions.MakeGif', 'phone.actions.MakeImageFromPdfPage']",0.333333333,0.5,0.4,"['phone.actions.GetFramesFromImage', 'phone.actions.GetLastVideo', 'phone.actions.GetLastPhoto']",0.333333333,0.5,0.4,"['phone.actions.GetLastVideo', 'phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto']",0.333333333,0.5,0.4,"['phone.actions.GetFramesFromImage', 'phone.actions.MakeGif', 'phone.actions.GetLastVideo']",0.333333333,0.5,0.4,"['phone.actions.GetLastVideo', 'phone.actions.GetLastPhoto', 'phone.actions.GetFramesFromImage']",0.333333333,0.5,0.4
计算((1+100)*100)/2的结果,['phone.actions.CalculateExpression'],"['phone.actions.CalculateExpression', 'phone.actions.GetDistance', 'phone.actions.RepeatCount']",0.333333333,1,0.5,"['phone.actions.GetDistance', 'phone.actions.CalculateExpression', 'phone.scenes.IsTime']",0.333333333,1,0.5,"['phone.actions.CalculateExpression', 'phone.actions.GetDistance']",0.5,1,0.666666667,"['phone.actions.CalculateExpression', 'phone.actions.Conditional', 'phone.actions.GetDistance']",0.333333333,1,0.5,"['phone.actions.GetDistance', 'phone.scenes.GetBatteryCapacity', 'phone.actions.SearchWeb']",0,0,0,"['phone.actions.CalculateExpression', 'phone.actions.GetDistance', 'phone.actions.Contacts']",0.333333333,1,0.5,"['phone.actions.GetDistance', 'phone.actions.CalculateExpression', 'phone.actions.GetPinboard']",0.333333333,1,0.5,"['phone.actions.CalculateExpression', 'phone.actions.GetDistance', 'phone.actions.Contacts']",0.333333333,1,0.5
计算1*2*3的结果,['phone.actions.CalculateExpression'],"['phone.actions.CalculateExpression', 'phone.actions.RepeatCount', 'phone.actions.GetDistance']",0.333333333,1,0.5,"['phone.actions.GetDistance', 'phone.actions.CalculateExpression', 'phone.scenes.IsTime']",0.333333333,1,0.5,"['phone.actions.CalculateExpression', 'phone.actions.GetDistance']",0.5,1,0.666666667,"['phone.actions.CalculateExpression', 'phone.actions.GetDistance', 'phone.actions.Conditional']",0.333333333,1,0.5,"['phone.scenes.GetBatteryCapacity', 'phone.actions.OverlayImages', 'phone.scenes.IsCharge']",0,0,0,"['phone.actions.CalculateExpression', 'phone.actions.GetDistance', 'phone.scenes.GetBatteryCapacity']",0.333333333,1,0.5,"['phone.actions.GetDistance', 'phone.actions.CalculateExpression', 'phone.actions.GetPinboard']",0.333333333,1,0.5,"['phone.actions.CalculateExpression', 'phone.actions.GetDistance', 'phone.actions.Contacts']",0.333333333,1,0.5
"每隔半个小时,返回一次当前位置并发送给父母","['phone.actions.RepeatCount', 'phone.actions.Delay', 'phone.actions.GetCurrentLocation', 'phone.actions.SendEmail']","['phone.actions.GetCurrentLocation', 'phone.actions.WeatherForecast', 'phone.actions.RequestRide']",0.333333333,0.25,0.285714286,"['phone.actions.GetItemFromList', 'phone.actions.GetDeviceDetails', 'phone.actions.Contacts']",0,0,0,"['phone.actions.GetCurrentLocation', 'phone.scenes.Message', 'phone.actions.Contacts']",0.333333333,0.25,0.285714286,"['phone.actions.GetCurrentLocation', 'phone.scenes.Message', 'phone.actions.Contacts']",0.333333333,0.25,0.285714286,"['phone.actions.GetCurrentLocation', 'phone.actions.WeatherForecast', 'phone.actions.Delay']",0.666666667,0.5,0.571428571,"['phone.actions.Delay', 'phone.scenes.IsClock', 'phone.actions.WeatherForecast']",0.333333333,0.25,0.285714286,"['phone.actions.WeatherForecast', 'phone.actions.GetCurrentLocation', 'phone.actions.Delay']",0.666666667,0.5,0.571428571,"['phone.actions.GetDeviceDetails', 'phone.actions.Delay', 'phone.actions.GetCurrentSong']",0.333333333,0.25,0.285714286
"每隔10分钟,检查电量是否小于10%，如果是则关闭蓝牙","['phone.actions.RepeatCount', 'phone.actions.Delay', 'phone.scenes.GetBatteryCapacity', 'phone.actions.SetBlueTooth']","['phone.actions.SetBlueTooth', 'phone.scenes.IsBlueTooth', 'phone.scenes.IsCharge']",0.333333333,0.25,0.285714286,"['phone.actions.SetBlueTooth', 'phone.scenes.IsBlueTooth', 'phone.scenes.IsCharge']",0.333333333,0.25,0.285714286,"['phone.scenes.IsClock', 'phone.actions.SetBlueTooth', 'phone.actions.CreateAlarm']",0.333333333,0.25,0.285714286,"['phone.actions.SetBlueTooth', 'phone.scenes.IsClock', 'phone.scenes.GetBatteryCapacity']",0.666666667,0.5,0.571428571,"['phone.scenes.LowBatteryMode', 'phone.scenes.IsBlueTooth', 'phone.scenes.IsClock']",0,0,0,"['phone.scenes.LowBatteryMode', 'phone.actions.Conditional', 'phone.scenes.IsClock']",0,0,0,"['phone.scenes.LowBatteryMode', 'phone.scenes.IsBlueTooth', 'phone.actions.SetBlueTooth']",0.333333333,0.25,0.285714286,"['phone.actions.SetBlueTooth', 'phone.scenes.IsBlueTooth', 'phone.scenes.LowBatteryMode']",0.333333333,0.25,0.285714286
为我在本周设定每天早上7点的闹钟，下一周不重复,['phone.actions.CreateAlarm'],"['phone.actions.CreateAlarm', 'phone.scenes.IsClock', 'phone.actions.WeatherForecast']",0.333333333,1,0.5,"['phone.actions.CreateAlarm', 'phone.scenes.IsClock', 'phone.actions.Conditional']",0.333333333,1,0.5,"['phone.actions.CreateAlarm', 'phone.actions.RepeatCount', 'phone.actions.Delay']",0.333333333,1,0.5,"['phone.actions.Delay', 'phone.actions.CreateAlarm', 'phone.scenes.IsClock']",0.333333333,1,0.5,"['phone.actions.CreateAlarm', 'phone.scenes.IsClock', 'phone.scenes.IsDNDState']",0.333333333,1,0.5,"['phone.actions.CreateAlarm', 'phone.scenes.IsClock', 'phone.actions.WeatherForecast']",0.333333333,1,0.5,"['phone.actions.CreateAlarm', 'phone.scenes.IsClock', 'phone.actions.WeatherForecast']",0.333333333,1,0.5,"['phone.actions.CreateAlarm', 'phone.actions.Delay', 'phone.scenes.IsClock']",0.333333333,1,0.5
在本周每天早上返回今天的天气信息,"['phone.scenes.IsTime', 'phone.actions.WeatherCurrentConditions']","['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions']",0.333333333,0.5,0.4,"['phone.actions.WeatherForecast', 'phone.actions.GetItemFromList', 'phone.actions.Contacts']",0,0,0,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.WeatherCurrentConditions']",0.333333333,0.5,0.4,"['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherForecast', 'phone.actions.WeatherConditions']",0.333333333,0.5,0.4,"['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.scenes.IsWeatherCondition']",0.333333333,0.5,0.4,"['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions']",0.333333333,0.5,0.4,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.WeatherCurrentConditions']",0.333333333,0.5,0.4,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.WeatherCurrentConditions']",0.333333333,0.5,0.4
这个月每天早上返回今天的体感温度用来决定衣着,"['phone.scenes.IsTime', 'phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions']","['phone.actions.WeatherConditions', 'phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherForecast']",0.666666667,0.666666667,0.666666667,"['phone.scenes.IsWeatherCondition', 'phone.actions.CreateAlarm', 'phone.scenes.IsTime']",0.333333333,0.333333333,0.333333333,"['phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions', 'phone.actions.WeatherForecast']",0.666666667,0.666666667,0.666666667,"['phone.scenes.IsTime', 'phone.actions.WeatherCurrentConditions', 'phone.actions.RepeatCount']",0.666666667,0.666666667,0.666666667,"['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.actions.CreateAlarm']",0.333333333,0.333333333,0.333333333,"['phone.actions.WeatherForecast', 'phone.actions.WeatherCurrentConditions', 'phone.actions.WeatherConditions']",0.666666667,0.666666667,0.666666667,"['phone.actions.WeatherForecast', 'phone.scenes.IsTime', 'phone.actions.WeatherCurrentConditions']",0.666666667,0.666666667,0.666666667,"['phone.actions.WeatherForecast', 'phone.actions.WeatherConditions', 'phone.actions.WeatherCurrentConditions']",0.666666667,0.666666667,0.666666667
每天早上起床后播放我的轻音乐播放列表,"['phone.scenes.IsTime', 'phone.actions.GetPlaylist', 'phone.actions.PlayMusic']","['phone.actions.PlayMusic', 'phone.actions.CreateAlarm', 'phone.actions.AddToPlaylist']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetCurrentSong', 'phone.actions.GetPlaylist', 'phone.actions.CreateAlarm']",0.333333333,0.333333333,0.333333333,"['phone.actions.FilterMusic', 'phone.actions.PlayMusic', 'phone.scenes.IsTime']",0.666666667,0.666666667,0.666666667,"['phone.actions.PlayMusic', 'phone.actions.FilterMusic', 'phone.scenes.IsBlueTooth']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetPlaylist', 'phone.actions.AddToPlaylist', 'phone.actions.FilterMusic']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetPlaylist', 'phone.actions.PlayMusic', 'phone.actions.AddToPlaylist']",0.666666667,0.666666667,0.666666667,"['phone.actions.GetPlaylist', 'phone.actions.FilterMusic', 'phone.actions.AddToPlaylist']",0.333333333,0.333333333,0.333333333,"['phone.actions.GetPlaylist', 'phone.actions.AddToPlaylist', 'phone.actions.FilterMusic']",0.333333333,0.333333333,0.333333333
获取最新的视频并制作gif,"['phone.actions.GetLastVideo', 'phone.actions.MakeGif']","['phone.actions.GetLastVideo', 'phone.actions.MakeGif', 'phone.actions.GetFramesFromImage']",0.666666667,1,0.8,"['phone.actions.MakeGif', 'phone.actions.GetFramesFromImage', 'phone.actions.GetLastVideo']",0.666666667,1,0.8,"['phone.actions.MakeGif', 'phone.actions.GetLastVideo', 'phone.actions.GetFramesFromImage']",0.666666667,1,0.8,"['phone.actions.MakeGif', 'phone.actions.GetFramesFromImage', 'phone.actions.MakeImageFromPdfPage']",0.333333333,0.5,0.4,"['phone.actions.GetLastVideo', 'phone.actions.GetFramesFromImage', 'phone.actions.GetLastPhoto']",0.333333333,0.5,0.4,"['phone.actions.GetLastVideo', 'phone.actions.GetLastPhoto', 'phone.actions.MakeGif']",0.666666667,1,0.8,"['phone.actions.GetLastVideo', 'phone.actions.MakeGif', 'phone.actions.GetFramesFromImage']",0.666666667,1,0.8,"['phone.actions.GetLastVideo', 'phone.actions.GetLastPhoto', 'phone.actions.MakeGif']",0.666666667,1,0.8
到了自习室自动打开QQ音乐,"['phone.scenes.Arrive', 'phone.actions.OpenApp']","['phone.actions.PlayMusic', 'phone.actions.SetBlueTooth', 'phone.actions.FilterMusic']",0,0,0,"['phone.actions.PlayMusic', 'phone.actions.GetCurrentSong', 'phone.actions.AddToPlaylist']",0,0,0,"['phone.scenes.IsNetwork', 'phone.actions.OpenApp', 'phone.actions.MoveWindow']",0.333333333,0.5,0.4,"['phone.scenes.IsBlueTooth', 'phone.actions.PlayMusic', 'phone.actions.MoveWindow']",0,0,0,"['phone.actions.SearchWeb', 'phone.actions.GetPlaylist', 'phone.actions.FilterMusic']",0,0,0,"['phone.actions.GetCurrentSong', 'phone.actions.FilterMusic', 'phone.actions.SetBlueTooth']",0,0,0,"['phone.actions.FilterMusic', 'phone.actions.GetCurrentSong', 'phone.actions.SetAirplaneMode']",0,0,0,"['phone.actions.SetBlueTooth', 'phone.actions.AddToPlaylist', 'phone.actions.PlayMusic']",0,0,0
如果处于充电状态则打开充电状态监测应用,"['phone.scenes.IsCharge', 'phone.actions.OpenApp']","['phone.scenes.IsCharge', 'phone.actions.SetBlueTooth', 'phone.scenes.LowBatteryMode']",0.333333333,0.5,0.4,"['phone.scenes.IsCharge', 'phone.actions.SetBlueTooth', 'phone.scenes.GetBatteryCapacity']",0.333333333,0.5,0.4,"['phone.scenes.IsCharge', 'phone.actions.OpenApp', 'phone.scenes.IsNetwork']",0.666666667,1,0.8,"['phone.scenes.IsCharge', 'phone.actions.OpenApp', 'phone.scenes.IsNetwork']",0.666666667,1,0.8,"['phone.scenes.IsCharge', 'phone.scenes.LowBatteryMode', 'phone.scenes.GetBatteryCapacity']",0.333333333,0.5,0.4,"['phone.scenes.IsCharge', 'phone.actions.SetAirplaneMode', 'phone.actions.GetCurrentLocation']",0.333333333,0.5,0.4,"['phone.scenes.IsCharge', 'phone.actions.OpenApp', 'phone.actions.SetAirplaneMode']",0.666666667,1,0.8,"['phone.scenes.IsCharge', 'phone.scenes.IsClock', 'phone.scenes.LowBatteryMode']",0.333333333,0.5,0.4
如果收到导师的邮件立刻打开网易邮箱,"['phone.scenes.Email', 'phone.actions.OpenApp']","['phone.scenes.Email', 'phone.actions.SendEmail', 'phone.actions.SetBlueTooth']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.actions.AddToMemorandum', 'phone.scenes.Message']",0.333333333,0.5,0.4,"['phone.actions.OpenApp', 'phone.scenes.IsNetwork', 'phone.actions.MoveWindow']",0.333333333,0.5,0.4,"['phone.actions.OpenApp', 'phone.actions.GetCurrentLocation', 'phone.scenes.IsNetwork']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.actions.SearchWeb', 'phone.actions.GetPinboard']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.scenes.Message', 'phone.actions.GetPinboard']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.scenes.Message', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.scenes.Email', 'phone.scenes.Message', 'phone.actions.AirDropDocument']",0.333333333,0.5,0.4
上网搜索正在播放的歌曲的详细信息,"['phone.actions.GetCurrentSong', 'phone.actions.SearchWeb']","['phone.actions.PlayMusic', 'phone.actions.SearchWeb', 'phone.actions.GetPlaylist']",0.333333333,0.5,0.4,"['phone.actions.GetPlaylist', 'phone.actions.PlayMusic', 'phone.actions.AddToPlaylist']",0,0,0,"['phone.actions.GetCurrentSong', 'phone.actions.GetPlaylist', 'phone.actions.CreatePlaylist']",0.333333333,0.5,0.4,"['phone.actions.GetPlaylist', 'phone.actions.SearchPodcasts', 'phone.actions.CreatePlaylist']",0,0,0,"['phone.actions.GetPlaylist', 'phone.actions.SearchWeb', 'phone.actions.FilterMusic']",0.333333333,0.5,0.4,"['phone.actions.GetPlaylist', 'phone.actions.GetCurrentSong', 'phone.actions.FilterMusic']",0.333333333,0.5,0.4,"['phone.actions.GetPlaylist', 'phone.actions.GetCurrentSong', 'phone.actions.SearchWeb']",0.666666667,1,0.8,"['phone.actions.GetPlaylist', 'phone.actions.FilterMusic', 'phone.actions.GetCurrentSong']",0.333333333,0.5,0.4
上网搜索PDF中文本的意思,"['phone.actions.GetTextFromPdf', 'phone.actions.SearchWeb']","['phone.actions.GetTextFromPdf', 'phone.actions.SearchWeb', 'phone.actions.SearchLocalFacilities']",0.666666667,1,0.8,"['phone.actions.GetTextFromPdf', 'phone.actions.MakeImageFromPdfPage', 'phone.actions.SendEmail']",0.333333333,0.5,0.4,"['phone.actions.GetPinboard', 'phone.actions.GetPlaylist', 'phone.actions.GetCurrentSong']",0,0,0,"['phone.actions.GetPinboard', 'phone.actions.GetTextFromPdf', 'phone.actions.SearchWeb']",0.666666667,1,0.8,"['phone.actions.SearchWeb', 'phone.actions.GetPinboard', 'phone.actions.GetTextFromPdf']",0.666666667,1,0.8,"['phone.actions.GetTextFromPdf', 'phone.actions.GetPinboard', 'phone.actions.MakeImageFromPdfPage']",0.333333333,0.5,0.4,"['phone.actions.SearchWeb', 'phone.actions.GetTextFromPdf', 'phone.actions.GetPinboard']",0.666666667,1,0.8,"['phone.actions.GetTextFromPdf', 'phone.actions.SearchWeb', 'phone.actions.GetPinboard']",0.666666667,1,0.8
将剪贴板文本放到备忘录,['phone.actions.AddToMemorandum'],"['phone.actions.AddToMemorandum', 'phone.actions.GetPinboard', 'phone.actions.SendEmail']",0.333333333,1,0.5,"['phone.actions.AddToMemorandum', 'phone.actions.SendEmail', 'phone.actions.FilterPhotos']",0.333333333,1,0.5,"['phone.actions.AddToMemorandum', 'phone.actions.GetTextFromPdf', 'phone.actions.FilterMusic']",0.333333333,1,0.5,"['phone.actions.AddToMemorandum', 'phone.actions.GetCurrentSong']",0.5,1,0.666666667,"['phone.actions.AddToMemorandum', 'phone.actions.GetPinboard', 'phone.actions.GetFramesFromImage']",0.333333333,1,0.5,"['phone.actions.AddToMemorandum', 'phone.actions.GetPinboard', 'phone.actions.GetTextFromPdf']",0.333333333,1,0.5,"['phone.actions.AddToMemorandum', 'phone.actions.GetPinboard', 'phone.scenes.IsApplication']",0.333333333,1,0.5,"['phone.actions.AddToMemorandum', 'phone.actions.GetPinboard', 'phone.actions.GetTextFromPdf']",0.333333333,1,0.5
上网搜索扫码的结果,"['phone.actions.ScanCode', 'phone.actions.SearchWeb']","['phone.actions.ScanCode', 'phone.actions.SearchWeb', 'phone.actions.SearchLocalFacilities']",0.666666667,1,0.8,"['phone.actions.ScanCode', 'phone.actions.Contacts', 'phone.actions.SearchLocalFacilities']",0.333333333,0.5,0.4,"['phone.actions.GetItemFromList', 'phone.actions.GetPinboard', 'phone.actions.SearchWeb']",0.333333333,0.5,0.4,"['phone.scenes.Message', 'phone.actions.Contacts', 'phone.actions.Folder']",0,0,0,"['phone.actions.SearchWeb', 'phone.actions.GetPinboard', 'phone.scenes.IsNetwork']",0.333333333,0.5,0.4,"['phone.actions.SearchWeb', 'phone.actions.GetPinboard', 'phone.actions.SearchPodcasts']",0.333333333,0.5,0.4,"['phone.actions.SearchWeb', 'phone.actions.GetPinboard', 'phone.actions.ScanCode']",0.666666667,1,0.8,"['phone.actions.SearchWeb', 'phone.actions.SearchPodcasts', 'phone.actions.GetPinboard']",0.333333333,0.5,0.4
将当前播放的歌曲加入我的歌单,"['phone.actions.GetCurrentSong', 'phone.actions.AddToPlaylist']","['phone.actions.AddToPlaylist', 'phone.actions.CreatePlaylist', 'phone.actions.GetPlaylist']",0.333333333,0.5,0.4,"['phone.actions.AddToPlaylist', 'phone.actions.CreatePlaylist', 'phone.actions.PlayMusic']",0.333333333,0.5,0.4,"['phone.actions.GetCurrentSong', 'phone.actions.AddToPlaylist', 'phone.actions.CreatePlaylist']",0.666666667,1,0.8,"['phone.actions.GetCurrentSong', 'phone.actions.AddToPlaylist', 'phone.actions.CreatePlaylist']",0.666666667,1,0.8,"['phone.actions.AddToPlaylist', 'phone.actions.GetPlaylist', 'phone.actions.GetCurrentSong']",0.666666667,1,0.8,"['phone.actions.GetPlaylist', 'phone.actions.AddToPlaylist', 'phone.actions.GetCurrentSong']",0.666666667,1,0.8,"['phone.actions.AddToPlaylist', 'phone.actions.GetPlaylist', 'phone.actions.GetCurrentSong']",0.666666667,1,0.8,"['phone.actions.AddToPlaylist', 'phone.actions.GetPlaylist', 'phone.actions.GetCurrentSong']",0.666666667,1,0.8
当启动CarPlay车机时，立刻导航到公司,"['phone.scenes.CarPlay', 'phone.actions.GetDirections']","['phone.scenes.CarPlay', 'phone.actions.RequestRide', 'phone.actions.SetAirplaneMode']",0.333333333,0.5,0.4,"['phone.scenes.CarPlay', 'phone.actions.AirDropDocument', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.scenes.CarPlay', 'phone.actions.GetDirections', 'phone.scenes.IsAirplaneModeState']",0.666666667,1,0.8,"['phone.scenes.CarPlay', 'phone.actions.GetDirections', 'phone.scenes.IsBlueTooth']",0.666666667,1,0.8,"['phone.scenes.CarPlay', 'phone.actions.SearchWeb', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.scenes.CarPlay', 'phone.actions.RequestRide', 'phone.actions.SetAirplaneMode']",0.333333333,0.5,0.4,"['phone.scenes.CarPlay', 'phone.actions.GetCurrentLocation', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.scenes.CarPlay', 'phone.actions.AirDropDocument', 'phone.actions.RequestRide']",0.333333333,0.5,0.4
5点下班时为我用高德地图叫一辆回家车,"['phone.scenes.IsTime', 'phone.actions.RequestRide']","['phone.actions.RequestRide', 'phone.scenes.CarPlay', 'phone.scenes.Leave']",0.333333333,0.5,0.4,"['phone.actions.RequestRide', 'phone.scenes.Arrive', 'phone.scenes.Leave']",0.333333333,0.5,0.4,"['phone.actions.RequestRide', 'phone.scenes.IsWeatherCondition', 'phone.actions.SendMessage']",0.333333333,0.5,0.4,"['phone.actions.RequestRide', 'phone.actions.SearchLocalFacilities', 'phone.actions.AirDropDocument']",0.333333333,0.5,0.4,"['phone.scenes.CarPlay', 'phone.actions.RequestRide', 'phone.actions.SearchWeb']",0.333333333,0.5,0.4,"['phone.actions.RequestRide', 'phone.scenes.CarPlay', 'phone.actions.WeatherCurrentConditions']",0.333333333,0.5,0.4,"['phone.actions.RequestRide', 'phone.scenes.CarPlay', 'phone.scenes.IsApplication']",0.333333333,0.5,0.4,"['phone.actions.RequestRide', 'phone.scenes.CarPlay', 'phone.actions.AirDropDocument']",0.333333333,0.5,0.4
